"lat","lon","Include","temp_gear","bottom_depth","temp_surface","year"
53.5611263131,-167.73726157,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.1485678184,-167.089897893,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.1241724945,-167.052232605,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.0997631616,-167.014613045,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.146936251,-167.011871741,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.1225141162,-166.9742554,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.169684205,-166.971465101,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.1452492597,-166.933852038,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.1208003472,-166.896284739,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.167968571,-166.893402912,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.143506851,-166.855838998,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
57.0003563505,-173.677747101,FALSE,4.81408572505491,119.234082819858,11.774425802088,2019
56.9784594603,-173.631858125,FALSE,4.81408572505491,119.234082819858,11.774425802088,2019
56.4922918304,-172.636278022,FALSE,5.16024172996074,114.043845684743,10.973170741743,2019
53.190672029,-166.852907973,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.1661974929,-166.815347505,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
57.1127639782,-173.821575282,FALSE,4.81408572505491,119.234082819858,11.774425802088,2019
57.0909236695,-173.775455543,FALSE,4.81408572505491,119.234082819858,11.774425802088,2019
57.0690655334,-173.729391772,FALSE,4.81408572505491,119.234082819858,11.774425802088,2019
57.0471895976,-173.683383912,FALSE,4.81408572505491,119.234082819858,11.774425802088,2019
57.0252958901,-173.637431905,FALSE,4.81408572505491,119.234082819858,11.774425802088,2019
57.0033844386,-173.591535693,FALSE,4.81408572505491,119.234082819858,11.774425802088,2019
53.6517309791,-167.496301014,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.2133596122,-166.812367175,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.1888722518,-166.774810211,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
57.1595850341,-173.827417241,FALSE,4.60003017704558,118.930289184483,11.7421081994503,2019
57.1377479589,-173.781233865,FALSE,4.60003017704558,118.930289184483,11.7421081994503,2019
57.1158930373,-173.735106602,FALSE,4.81408572505491,119.234082819858,11.774425802088,2019
57.0940202971,-173.689035394,FALSE,4.81408572505491,119.234082819858,11.774425802088,2019
57.0502214729,-173.597060913,FALSE,4.81408572505491,119.234082819858,11.774425802088,2019
53.2360312996,-166.77178047,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.2115311062,-166.734227071,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.2586870698,-166.731147809,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.2341740351,-166.693598035,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.2096471097,-166.656094203,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.7203976291,-167.374232216,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.2813269013,-166.690469145,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.2568010169,-166.652923057,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.2322612534,-166.615422958,FALSE,5.18035056976387,116.753404508817,8.45353591378367,2019
53.2794120303,-166.612202089,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.2548594204,-166.574705784,FALSE,5.18035056976387,116.753404508817,8.45353591378367,2019
53.790381105,-167.331043134,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.3020070539,-166.571435084,FALSE,5.18035056976387,116.753404508817,8.45353591378367,2019
53.2774415892,-166.533942633,FALSE,5.18035056976387,116.753404508817,8.45353591378367,2019
53.813219838,-167.290161933,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.3245860662,-166.530621995,FALSE,5.18035056976387,116.753404508817,8.45353591378367,2019
53.3000077384,-166.493133459,FALSE,5.18035056976387,116.753404508817,8.45353591378367,2019
53.3471490456,-166.489762774,FALSE,5.18035056976387,116.753404508817,8.45353591378367,2019
53.3225578464,-166.452278215,FALSE,5.18035056976387,116.753404508817,8.45353591378367,2019
53.3450918917,-166.411376852,FALSE,5.18035056976387,116.753404508817,8.45353591378367,2019
53.3676098527,-166.370429325,FALSE,5.18035056976387,116.753404508817,8.45353591378367,2019
53.9287520348,-167.164621054,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.9515244064,-167.123499344,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.9742808179,-167.082329954,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.9970212471,-167.041112834,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
59.9170717898,-178.977246051,FALSE,2.02227516943032,134.057866161474,10.2733867159335,2019
54.0180521355,-166.920093736,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
59.9831930822,-179.044258069,FALSE,2.02227516943032,134.057866161474,10.2733867159335,2019
59.9634194522,-178.990847628,FALSE,2.02227516943032,134.057866161474,10.2733867159335,2019
53.6575993975,-167.891537058,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.6335027348,-167.852897783,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.6093916532,-167.814305483,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.5852661726,-167.775760098,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.0753398387,-166.977039154,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.5841224419,-167.696851158,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.0980780027,-166.936684775,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
57.0159321991,-173.896166902,FALSE,4.81408572505491,119.234082819858,11.774425802088,2019
56.9941177807,-173.850125785,FALSE,4.81408572505491,119.234082819858,11.774425802088,2019
56.9722855359,-173.80414032,FALSE,4.81408572505491,119.234082819858,11.774425802088,2019
56.9504354925,-173.75821045,FALSE,4.81408572505491,119.234082819858,11.774425802088,2019
56.9285676782,-173.712336118,FALSE,4.81408572505491,119.234082819858,11.774425802088,2019
53.6071029283,-167.656393898,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.0963374865,-166.858763145,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
57.0627543576,-173.902090126,FALSE,4.81408572505491,119.234082819858,11.774425802088,2019
57.0409432276,-173.855985606,FALSE,4.81408572505491,119.234082819858,11.774425802088,2019
57.0191142523,-173.809936881,FALSE,4.81408572505491,119.234082819858,11.774425802088,2019
56.9972674595,-173.763943894,FALSE,4.81408572505491,119.234082819858,11.774425802088,2019
56.975402877,-173.718006587,FALSE,4.81408572505491,119.234082819858,11.774425802088,2019
56.9535205326,-173.672124905,FALSE,4.81408572505491,119.234082819858,11.774425802088,2019
56.9316204539,-173.626298789,FALSE,4.81408572505491,119.234082819858,11.774425802088,2019
56.4899367907,-172.721356644,FALSE,5.16024172996074,114.043845684743,10.973170741743,2019
56.4676705833,-172.676684078,FALSE,5.16024172996074,114.043845684743,10.973170741743,2019
53.6300677507,-167.615889739,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.1190311942,-166.818320837,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
57.1313639054,-173.954252864,FALSE,4.60003017704558,118.930289184483,11.7421081994503,2019
57.1095739506,-173.908028771,FALSE,4.81408572505491,119.234082819858,11.774425802088,2019
57.0877661035,-173.861860674,FALSE,4.81408572505491,119.234082819858,11.774425802088,2019
57.065940392,-173.815748515,FALSE,4.81408572505491,119.234082819858,11.774425802088,2019
57.0440968442,-173.769692239,FALSE,4.81408572505491,119.234082819858,11.774425802088,2019
57.0222354877,-173.723691786,FALSE,4.81408572505491,119.234082819858,11.774425802088,2019
56.9565448449,-173.586024801,FALSE,4.81408572505491,119.234082819858,11.774425802088,2019
53.6530168876,-167.575338629,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.1417090316,-166.777832836,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
57.1563910013,-173.913982896,FALSE,4.60003017704558,118.930289184483,11.7421081994503,2019
57.1345864315,-173.867751048,FALSE,4.60003017704558,118.930289184483,11.7421081994503,2019
56.4945867726,-172.551188594,FALSE,5.16024172996074,114.043845684743,10.973170741743,2019
53.7001553536,-167.573227075,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.6759503176,-167.534740518,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.1643709775,-166.737299095,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.6988680189,-167.494095353,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.1870170106,-166.696719567,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.72176997,-167.453403084,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
56.4786876543,-172.251431746,FALSE,5.16024172996074,114.043845684743,10.973170741743,2019
53.7446561493,-167.412663658,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.7675265348,-167.371877026,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.814651547,-167.369516206,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.8375033885,-167.328632124,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.8846218065,-167.326215342,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.8603393799,-167.287700619,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.9074550644,-167.28523341,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.8831594995,-167.24672164,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
53.9302724375,-167.244203889,FALSE,4.68540067951643,123.403024168655,8.40182447604765,2019
